summary_date,site,nox_davg,name,obs_count,units,basin,county_name,state,latitude,longitude 
2019-12-28,3818,0.055,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-29,3818,0.045,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-30,3818,0.089,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-31,3818,0.112,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
April 3, 2020 at 11:28:44
  
